NCBI gene (formerly Entrezgene) ID	Gene name
105374618	AC124852.1
	AC126768.1
	AC126768.2
	AC092266.1
101234261	LSINCT5
	AC091891.1
153572	IRX2
153571	C5orf38
	AC116359.1
	AC094105.1
	AC094105.2
102467074	LINC01377
285577	LINC01019
105374624	LINC02162
	LINC01017
79192	IRX1
	AC016595.1
	AC025773.1
	AC025187.1
	LINC02063
	AC106799.3
	AC106799.2
	AC106799.1
	AC010634.1
101929153	LINC02114
	AC026719.1
	AC026415.1
	AC010451.3
	AC010451.1
	LINC01020
	AC010451.2
105374631	LINC02121
	RN7SKP73
101929176	CTD-2297D10.2
170690	ADAMTS16
	AC022424.1
	ALG3P1
	AC091978.1
	MTCO1P30
	MTCO2P30
	MTCO1P31
23379	ICE1
	AC026736.1
	AC010266.2
	AC010266.1
	AC026797.1
	HMGB3P3
401172	LINC02145
84246	MED10
	AC093307.1
134111	UBE2QL1
	AC027334.1
	LINC01018
54888	NSUN2
6715	SRD5A1
100505625	LINC02102
11044	TENT4A
109729133	LINC02236
	AC122710.2
100422999	MIR4278
	LINC02196
	RN7SKP79
	AC122710.1
	RNA5SP176
	AC025756.1
	AC091889.1
	AC091951.4
	AC091951.2
	AC091951.3
	AC091951.1
	AC027343.3
101929261	LINC02123
	AC027343.1
	AC027343.2
105374644	LINC02142
108	ADCY2
	AC093305.1
134121	C5orf49
4552	MTRR
79072	FASTKD3
	AC025174.1
	RNU1-76P
	AC116361.1
	AC091941.1
	AC091912.2
	AC091912.1
729506	LINC02226
	AC091912.3
	AC091965.1
	AC091965.3
	AC091965.4
100505738	MIR4458HG
	AC091965.2
	AC091965.5
100616142	MIR4458
105374647	AC091953.1
	AC091953.3
	AC091953.5
	MTND6P2
	MTCYBP37
	AC091953.2
	AC091953.6
	AC091953.4
	AC091932.4
	AC091932.2
	AC091932.1
	AC091932.3
	LINC02199
	AC091895.1
	AC021088.1
9037	SEMA5A
100616326	MIR4636
	AC091906.1
	AC027335.2
101929338	SEMA5A-AS1
	AC027335.1
	SNHG18
	SNORD123
	AC026787.1
50834	TAS2R1
285692	LINC02112
	RNA5SP177
	AC091838.1
	LINC02221
	AC091905.2
	AC091905.3
	AC091905.1
	AC091905.4
	AC034229.1
	AC034229.6
	AC034229.5
	AC034229.2
	AC034229.3
	AC034229.4
134145	ATPSCKMT
	AC012640.1
22948	CCT5
	AC012640.4
	AC012640.3
134147	CMBL
	AC012640.5
	AC012640.2
10299	MARCHF6
	ROPN1L-AS1
83853	ROPN1L
102465138	MIR6131
	LINC01513
	RPL30P7
101929412	LINC02212
	AC092336.1
389273	LINC02213
	AC112200.2
	AC112200.1
651746	ANKRD33B
	ANKRD33B-AS1
	AC106760.1
	AC106760.2
	AC012629.4
	AC012629.3
1611	DAP
	AC012629.2
	AC012629.1
1501	CTNND2
	RNU6-429P
	RNU6-679P
	AC106771.1
	LINC01194
	AC106794.2
	AC106794.1
	LINC02220
	AC016553.1
	RPS23P5
	NENFP3
	AC016546.1
1767	DNAH5
	AC016576.1
7204	TRIO
	AC016549.1
54491	OTULINL
	AC010627.1
	CCT6P2
	EEF1A1P13
	AC010491.1
90268	OTULIN
56172	ANKH
	AC010491.2
	RBBP4P1
100616271	MIR4637
	AC016575.1
	UQCRBP3
	HNRNPKP5
	SEPHS2P1
107986376	AC016575.2
	LINC02149
	MARK2P5
	AC114964.2
	AC114964.1
23194	FBXL7
101929472	CTD-2350J17.1
100126347	MIR887
	RNA5SP178
441061	MARCHF11
	MARCHF11-AS1
	AC092335.1
	NACAP6
101929505	LINC02150
	AC020980.1
90441	ZNF622
54463	RETREG1
101929524	AC024588.1
	AC022113.1
4651	MYO10
	RNA5SP179
	RPS26P28
	RNU6-660P
10409	BASP1
	BASP1-AS1
	AC026790.1
	RNA5SP180
	DCAF13P2
	RNU6-1003P
	AC026785.1
	RN7SKP133
	FTH1P10
	AC026785.2
	AC026785.3
401177	LINC02111
101929544	LINC02217
102723526	LINC02218
340096	H3Y2
	AC106774.1
	TAF11L2
	H3P17
	H3P18
	TAF11L3
	TAF11L4
	TAF11L5
	TAF11L6
	TAF11L7
	AC233724.7
	TAF11L8
	TAF11L9
	TAF11L10
	AC233724.3
	AC233724.6
	TAF11L11
	TAF11L12
	H3P19
	H3P20
	H3P21
	TAF11L13
	TAF11L14
	AC233724.4
	AC233724.1
	AC233724.5
	AC233724.2
391769	H3Y1
	AC233724.8
	H3P22
	LINC02223
	RPL36AP21
	SNORD81
	RN7SL58P
	LINC02100
	UBE2V1P12
	AC025768.1
	AC114981.1
	AC106744.1
	AC106744.2
	RPL32P14
	HSPD1P15
1016	CDH18
	AC093303.1
	AC094103.1
	CDH18-AS1
	LINC02146
105374676	LINC02241
	AC138938.1
	AC140168.1
	AC140172.1
	AC093274.1
728411	GUSBP1
	AC138951.1
	AC138951.2
	AC091946.2
	AC091946.1
1010	CDH12
	HSPD1P1
	AC139497.1
	PMCHL1
	AC138854.1
	GCNT1P2
	AC091938.1
	AC010445.1
	AC010460.2
	AC010460.3
	AC010460.1
56979	PRDM9
	AC109445.1
	AC108103.1
439936	C5orf17
	AC026784.1
	ADH5P5
	AC114930.1
	AC010342.1
	AC010387.1
	AC010387.2
1008	CDH10
	AC091885.2
	AC091885.1
	AC091893.2
	AC091893.1
	AC106821.2
	BTG4P1
	SNORD29
340107	LINC02239
	AC106821.1
	LINC02228
	LINC02211
	AC099499.2
	AC099499.1
	AC106754.1
	AC106754.2
	AC022140.1
	AC022140.2
	RNU6-374P
	AC022418.1
	MSNP1
	AC113370.1
	RNU4-43P
	AC025475.1
	AC025475.2
	AC113347.1
	AC113347.2
	AC113347.3
	AC113347.4
	CCNB3P1
1007	CDH9
	RNU6-738P
643401	PURPL
	AC113355.1
	AC093300.1
	LINC02103
	AC008825.1
	AC109472.1
	RNU6-909P
	AC008825.2
	LINC02109
	AC010385.2
	LSP1P3
	AC010385.1
	AC010385.3
	SUCLG2P4
	AC024589.2
	AC024589.1
	AC024589.3
	AC112172.2
	LINC02064
	AC027345.1
	UBL5P1
	AC108082.1
	AC010374.2
	AC010374.1
	RN7SKP207
	AC018765.1
	HPRT1P2
	AC114300.1
	AC099517.1
	AC026433.1
	RPL19P11
	AC026421.1
	AC113386.1
1004	CDH6
	DUX4L51
29102	DROSHA
55322	C5orf22
	AC022417.1
	RNU6-363P
23037	PDZD2
	AC022447.2
	AC022447.4
	AC022447.5
	AC022447.3
	AC022447.1
	AC022447.7
	AC022447.6
	RNU6-358P
	AC010469.1
	RNU6-760P
	AC010469.2
	RPL5P14
	TPT1P5
	AC025458.1
100422874	MIR4279
	AC025178.1
64083	GOLPH3
	AC025181.2
	AC025181.1
54545	MTMR12
	RNU6-1079P
	RNU6-378P
51663	ZFR
693164	MIR579
	AC074134.1
10923	SUB1
	LINC02061
	AC008766.1
4883	NPR3
	AC025459.1
	AC010343.3
340113	LINC02120
	AC034223.1
	AC034223.2
	AC010343.2
	AC010343.1
105374716	LINC02160
	AC025472.1
	AC034231.1
6897	TARS1
	TOMM40P3
	AC034232.1
81792	ADAMTS12
	RNU6-923P
51289	RXFP3
51151	SLC45A2
	AC139783.2
23600	AMACR
	C1QTNF3-AMACR
	AC139783.1
114899	C1QTNF3
	AC139792.2
	AC139792.3
	AC139792.1
	AC138409.2
	AC138409.1
	AC138409.3
	AC138853.1
	AC025754.2
26064	RAI14
	AC025754.1
	AC026801.2
153657	TTC23L
	AC026801.1
	RPL21P54
5810	RAD1
55299	BRIX1
134218	DNAJC21
64902	AGXT2
5618	PRLR
	AC010368.1
79925	SPEF2
	RNU7-130P
	AC137810.1
3575	IL7R
	AC112204.3
	AC112204.1
133690	CAPSL
100506406	AC112204.2
133688	UGT3A1
167127	UGT3A2
	AC016612.1
92255	LMBRD2
693165	MIR580
6502	SKP2
	RNU6-1305P
133686	NADK2
	NADK2-AS1
202151	RANBP3L
	AC114277.1
	RNA5SP181
	AC010631.1
6507	SLC1A3
	AC008957.2
	AC008957.1
	AC008957.3
	AC026741.1
646719	NIPBL-DT
25836	NIPBL
	KRT18P31
	RPS4XP6
65250	CPLANE1
	RBISP2
	OFD1P17
	RN7SL37P
105374727	AC025449.2
	AC025449.1
9631	NUP155
	RNU7-75P
	AC117532.1
55100	WDR70
	KCTD9P5
	RNU6-1190P
	RNU6-484P
	GDNF-AS1
2668	GDNF
	LINC02117
	AC008869.1
105374729	LINC02110
	AC034226.1
101929745	LINC02119
	AC010338.1
133584	EGFLAM
100852408	EGFLAM-AS4
	EGFLAM-AS3
100506475	EGFLAM-AS2
	EGFLAM-AS1
	AC091839.1
	AC010457.1
3977	LIFR
100506495	LIFR-AS1
100500824	MIR3650
	AC010425.1
101926904	OSMR-AS1
	AC091435.1
	AC091435.2
9180	OSMR
253260	RICTOR
	AIG1P1
	AC008964.1
2533	FYB1
	GOLGA5P1
735	C9
1601	DAB2
112267931	DAB2
101926940	LINC02104
	CCDC11P1
	INTS6P1
	GCSHP1
	LINC00603
	KRT18P56
	LINC00604
	RNU1-150P
	AC108105.1
	AC093277.1
	AC114977.1
	AC114977.2
23548	TTC33
5734	PTGER4
5562	PRKAA1
	AC008810.1
6167	RPL37
619564	SNORD72
84674	CARD6
730	C7
	RNU7-161P
	AC114967.1
133558	MROH2B
729	C6
345557	PLCXD3
	AC008817.1
5019	OXCT1
	AC034222.2
100874002	OXCT1-AS1
	AC034222.1
285636	C5orf51
26272	FBXO4
	RPSAP38
	MTHFD2P6
	AC108099.1
2690	GHR
	SERBP1P6
	AC093225.1
	AC113368.1
100129792	CCDC152
6414	SELENOP
	AC008945.1
	AC008945.2
	PPIAP77
	PRELID3BP4
	PRELID3BP5
	PRELID3BP6
	PRELID3BP7
	AC008875.3
	AC008875.2
	AC008875.1
648987	AC025171.1
	AC025171.3
	AC025171.5
389289	ANXA2R
153684	AC025171.2
	AC025171.4
7690	ZNF131
	AC106800.4
167359	NIM1K
	AC106800.2
	AC106800.3
	AC106800.1
3157	HMGCS1
	AC114947.2
	AC114947.1
56477	CCL28
64417	TMEM267
	AC114956.2
375444	C5orf34
	EEF1A1P19
	C5orf34-AS1
	AC114956.1
10605	PAIP1
	NNT-AS1
	AC010435.1
	AMD1P3
23530	NNT
	RPL29P12
	AC104119.1
	RNU6-381P
2255	FGF10
101927075	FGF10-AS1
	LINC02224
	AC093292.1
	RN7SL383P
	MRPS30-DT
	AC093297.1
10884	MRPS30
	AC093297.2
	AC114954.1
	AC116350.1
348980	HCN1
	AC117529.2
	AC117529.1
	AC122694.1
133418	EMB
	AC112187.2
	AC112187.1
	AC112187.3
79668	PARP8
	AC022441.1
	AC022441.3
	AC022441.2
	AC008808.2
100287592	LINC02106
	AC008808.1
	RNU6-480P
	AC091834.1
	RNU6-1296P
	AC026798.1
642366	AC010478.1
3670	ISL1
	HMGB1P47
	AC091860.1
	AC022433.1
	AC091860.2
	RNA5SP182
	KATNBL1P4
	AC091903.1
105378960	LINC02118
	RPS17P11
	MFSD4BP1
	AC022126.1
3672	ITGA1
53918	PELO
	AC022133.2
	B3GNTL1P1
	AC022133.1
	AC025180.1
3673	ITGA2
	AC008966.3
	AC008966.2
4338	MOCS2
257396	AC008966.1
	AC026477.1
	AC027329.1
	AC108114.1
10468	FST
4724	NDUFS4
105378966	LINC02105
	ASS1P9
	AC025175.1
54622	ARL15
	AC025175.2
	RNU6-272P
693166	MIR581
	RN7SL801P
	AC016601.1
	AC008873.1
	LINC01033
	RPL37P25
8988	HSPB3
112574	SNX18
	AC016583.1
	AC016583.2
	AC112198.2
	AC112198.1
	AC112198.4
	AC112198.3
11082	ESM1
	AC034238.1
3003	GZMK
	AC034238.3
	AC034238.2
	GZMAP1
3001	GZMA
166979	CDC20B
493869	GPX8
554213	MIR449A
693123	MIR449B
100313923	MIR449C
345643	MCIDAS
10309	CCNO
	AC026704.1
54505	DHX29
23517	MTREX
	AC020728.1
8611	PLPP1
	AC010480.1
100847019	MIR5687
	RNF138P1
	AK4P2
153129	SLC38A9
54514	DDX4
	AC016632.1
	RNA5SP183
	HNRNPH1P3
133396	IL31RA
3572	IL6ST
	AC008914.1
	AC016596.2
	AC008892.1
441072	FLJ31104
	AC016596.1
79722	ANKRD55
	RNU6-299P
	RPL17P22
	RNA5SP184
	C1GALT1P2
	RNA5SP185
	PSMC1P4
	RNU6ATAC2P
	AC034245.1
	HMGN1P17
102467147	LINC01948
	AC008391.1
	RPL26P19
	C5orf67
	AC022431.1
	AC008940.1
4214	MAP3K1
	AC008937.2
	AC008937.1
133383	SETD9
166968	MIER3
	AC008937.3
	AC016644.1
	AC114973.1
	AC034244.1
	AC034244.2
65056	GPBP1
	AC025470.1
	AC025470.2
	SALL4P1
345651	ACTBL2
100996645	LINCR-0003
	AC008780.1
	AC106822.1
101928539	LINC02225
101928569	LINC02101
	AC008786.1
	PGAM1P1
10769	PLK2
202309	GAPT
	AC008814.1
100616339	MIR548AE2
101928600	LINC02108
115827	RAB3C
	AC016642.1
	RPL5P15
	AC008852.1
5144	PDE4D
	AC092343.1
	AC008833.1
	NDUFB4P2
693167	MIR582
	AC034234.1
	RNU6-806P
	AC109486.1
	SETP21
25859	PART1
	AC109486.2
	AC109486.3
	AC016591.1
55789	DEPDC1B
	CAB39P1
	AC109133.1
	KRT8P31
79993	ELOVL7
1161	ERCC8
	GNL3LP1
	ERCC8-AS1
91942	NDUFAF2
	AC008498.2
	AC008498.1
643155	SMIM15
	SMIM15-AS1
105378992	LINC02057
57688	ZSWIM6
	AC122718.2
	AC122718.1
	RPL3P6
285668	C5orf64
101928651	AC026746.1
	RNU6-913P
100506526	C5orf64-AS1
	AC026434.1
	AC008877.1
	RN7SKP157
3796	KIF2A
	AC114982.3
27292	DIMT1
51194	IPO11
	RNU6-661P
	CKS1BP3
	AC114982.2
	AC114982.1
100130733	LRRC70
	ISCA1P1
	AC113420.1
	AC025445.1
	AC008558.1
3350	HTR1A
	AC122707.1
285671	RNF180
	AC091862.1
401190	RGS7BP
	RN7SL169P
	RNU6-294P
	MRPL49P1
100132916	SHISAL2B
285672	SREK1IP1
10283	CWC27
	AC092354.2
	AC092354.1
11174	ADAMTS6
	AC008868.1
	RPEP1
	AC025186.1
	AC025176.1
64105	CENPK
23398	PPWD1
373	TRIM23
	RNU6-540P
80006	TRAPPC13
112441434	SHLD3
54557	SGTB
57486	NLN
	AC008958.1
	AC010359.2
55914	ERBIN
	AC010359.1
	AC010359.3
	AC025442.2
140890	SREK1
	AC025442.1
	LINC02065
	AC092353.1
	AC092353.2
	LINC02229
	PPIAP78
375449	MAST4
	AC092349.1
	MAST4-IT1
	MAST4-AS1
4064	CD180
	AC010420.1
	AC008459.1
101928858	AC112206.2
	AC079467.1
	AC112206.1
105379006	LINC02242
	BCL9P1
	AC112206.4
	AC112206.3
	AC106798.1
	AC024581.1
	AC024581.2
	AC010376.1
	RNU6-1232P
	EEF1B2P2
102467655	LINC02219
5295	PIK3R1
	AC024579.1
	AC010273.3
	AC010280.2
	AC010280.1
	AC010280.3
	AC093523.1
	VWA8P1
	AC093248.1
	RN7SKP251
	LINC02198
	SUMO2P4
64924	SLC30A5
	AC010273.2
	AC010273.1
109616958	SNORA50D
891	CCNB1
	AC022107.1
64946	CENPH
92259	MRPS36
1022	CDK7
202243	CCDC125
	CFL1P5
	CHCHD2P2
	NDUFB9P1
102157402	AK6
6880	TAF9
5884	RAD17
153562	MARVELD2
	RPS27P14
101928924	AC145146.1
	RN7SL616P
100506658	OCLN
	RNU6-724P
728340	GTF2H2C
	NAIPP3
	AC139495.2
	GUSBP3
	AC139495.1
	AC131392.1
	AC131392.2
	CDH12P2
8293	SERF1B
728492	SERF1B
6606	SMN2
6607	SMN2
	AC140134.1
	NAIPP2
	CDH12P3
	AC138866.2
	AC138866.1
	GTF2H2B
	AC146944.3
	NAIPP1
	AC146944.2
	AC146944.1
	GUSBP16
	AC139272.1
	CDH12P1
8293	SERF1A
6606	SMN1
	AC139834.1
4671	NAIP
2966	GTF2H2
728340	GTF2H2
	OCLNP1
	NAIPP4
	CDH12P4
	GUSBP9
	AC146949.1
	LINC02197
	AC145141.2
5370	PMCHL2
107987420	AC145141.1
107987434	AC145141.1
55814	BDP1
	AC138832.1
	HMGN1P12
64087	MCCC2
9607	CARTPT
	AC143336.1
	AC025774.1
4131	MAP1B
100616377	MIR4803
23107	MRPS27
	RN7SL153P
79810	PTCD2
	AC093278.1
	YBX1P5
	AC093278.2
167465	ZNF366
102477328	LINC02056
	AC063979.1
	RPL7P22
	H2BL1P
	AC035140.1
3842	TNPO1
100616152	MIR4804
	AC008953.1
	AC008972.1
	AC008972.2
115548	FCHO2
	AC020893.2
	AC020893.1
134285	TMEM171
105379030	AC116345.3
	AC116345.2
134288	TMEM174
	AC116345.4
	AC116345.1
	LINC02230
	AC099522.1
2297	FOXD1
	FOXD1-AS1
	LINC01385
	LINC01386
	AC099522.2
689	BTF3
	FUNDC2P1
57763	ANKRA2
84135	UTP15
64283	ARHGEF28
	AC091868.2
	AC091868.1
	RNU7-196P
	AC093283.1
	LINC02122
104310351	LINC01331
	LINC01335
	RN7SL814P
	LINC01333
	LINC01332
8507	ENC1
3074	HEXB
84340	GFM2
	RNU6-658P
10412	NSA2
26049	FAM169A
	RNU6-1330P
	AC093214.1
	AC010501.2
	AC010501.1
	AC116337.4
	AC116337.3
	AC116337.1
	AC116337.2
	RPL27AP5
	AC093259.1
51301	GCNT4
256006	ANKRD31
	SUMO2P5
	AC008897.2
3156	HMGCR
10087	CERT1
	AC008897.3
	AC008897.1
51426	POLK
	RNU7-175P
	AC010245.1
	AC010245.2
728780	ANKDD1B
134359	POC5
	RNU6-680P
	SLC25A5P9
	AC108120.3
	AC108120.2
	BIN2P2
	AC108120.1
	SAP18P1
	AC026774.2
	AC026774.1
22987	SV2C
	RNA5SP186
	AC113404.2
	AC113404.3
	HMGN2P4
	PDCD5P2
	AC113404.1
	SNRPCP2
10788	IQGAP2
	AC112173.1
101929109	AC026725.1
2151	F2RL2
	AC025188.1
	AC025188.2
	AC025188.3
2149	F2R
2150	F2RL1
	RN7SL208P
170591	S100Z
	RNU6ATAC36P
1393	CRHBP
55109	AGGF1
	AC008581.2
84327	ZBED3
	AC008581.1
677828	SNORA47
	ZBED3-AS1
8622	AC022414.1
	HMGB1P35
8622	PDE8B
	ALDH7A1P1
55255	WDR41
	RPS2P24
	RPL7P23
23440	OTP
6902	TBCA
	ACTBP2
	AC108482.1
101929154	AC108482.2
8546	AP3B1
	AC024568.1
	ATP6V1G1P6
	AC104108.1
	RNU6-183P
728769	SCAMP1-AS1
9522	SCAMP1
10184	LHFPL2
	HMGB1P21
	AC008802.1
	AC025755.1
411	ARSB
29958	DMGDH
	AC020937.1
23743	BHMT2
635	BHMT
	RNY3P1
	AC016559.2
	AC016559.1
	AC016559.3
133746	JMY
	RPS3AP20
9456	HOMER1
	AC093270.1
	AC093270.2
167153	TENT2
202333	CMYA5
	AC008496.2
	AC008496.3
	AC008496.1
105616916	LINC01455
345778	MTX3
7060	THBS4
	RBX1P2
	TRMT112P2
101929215	CTD-2201I18.1
256987	SERINC5
	AC010260.1
	KRT18P45
	AC026410.1
	AC026410.4
	AC026410.2
84654	SPZ1
	RBMX2P5
	AC026410.3
	HNRNPA1P12
	RNU6-211P
9765	ZFYVE16
	AC008771.1
167555	FAM151B
	RPS27AP9
	RPL7P24
340120	ANKRD34B
	DBIP2
103689917	LINC01337
1719	DHFR
	AC008434.1
	MTRNR2L2
4437	MSH3
	AC022493.2
	AC022493.1
102524628	RASGRF2-AS1
5924	RASGRF2
	AC026427.2
	AC026427.1
100131067	CKMT2-AS1
1160	CKMT2
	AC026436.1
84240	ZCCHC9
134526	ACOT12
	AC010623.1
23635	SSBP2
	AC026726.2
	AC026726.1
	SEM1P1
83734	ATG10
	ATG10-IT1
	PPIAP11
	ATG10-AS1
	RN7SL378P
	AC010598.1
6228	RPS23
92270	ATP6AP1L
	AC026782.1
	AC026782.2
	AC008885.2
	RPL5P16
	AC008885.1
100616297	MIR3977
	LINC01338
	AC108174.1
	AC027338.2
	ST13P12
	AC027338.1
	AC104118.1
153339	TMEM167A
677765	SCARNA18
7518	XRCC4
	AC094085.1
	COQ10BP2
	FTH1P9
1462	VCAN
105379054	VCAN-AS1
1404	HAPLN1
	RN7SKP295
	RNU6-620P
	AC020899.1
	RNU4-11P
	ZP3P1
10085	EDIL3
	RNU6-448P
	EDIL3-DT
	PPIAP79
	AC114928.1
	RBBP4P6
	AC117522.3
	AC117522.2
	AC117522.1
	AC010486.1
	AC010486.2
	AC010486.3
	RPL5P17
	AC026700.1
	AC010595.1
	RPS2P25
	AC026414.1
	PTP4A1P4
	NBPF22P
	AC020923.1
	AC016550.1
	AC016550.2
	AC016550.3
	AC026444.1
1350	COX7C
	SNORD138
	RNU6-804P
	LINC02059
	AC008539.1
	AC091429.1
	AC109492.1
	LINC01949
	RN7SKP34
100422887	MIR4280
	AC008394.1
5921	RASA1
	RN7SL629P
	RNU6-606P
902	CCNH
	AC018754.1
	RNU6-727P
	LINC02488
	LINC02144
	AC020930.1
	AC114971.1
153396	TMEM161B
100505894	TMEM161B-AS1
	RNA5SP187
	RPS3AP22
	AC091826.1
102546226	LINC02060
645323	LINC00461
	AC091826.2
	H3P23
407047	MIR9-2
109729137	MEF2C-AS2
	AC008525.1
	AC008525.2
4208	MEF2C
101929423	MEF2C-AS1
	AC074131.1
	LINC02161
	AC113167.1
100500825	MIR3660
	LINC01339
	AC099554.1
	AC093510.2
1070	CETN3
731157	AC093510.1
153364	MBLAC2
10622	POLR3G
116068	LYSMD3
84059	ADGRV1
	TMEM251P1
	LUCAT1
	AC074132.1
	AC093281.1
	AC093281.2
	RNU4-90P
	AC123595.1
	AC123595.2
	AC008799.1
	AC008799.2
57561	ARRDC3
100129716	ARRDC3-AS1
	RAB5CP2
	AC093298.2
	PCBP2P3
	AC093298.1
	AC114316.1
	AC124854.1
	AC026780.1
	AC026780.2
	AC008517.1
	LDHBP3
	CCT7P2
	LINC02058
	AC012625.1
	AC026408.1
	POLD2P1
441094	NR2F1-AS1
7025	NR2F1
	AC106818.1
83989	FAM172A
100313887	MIR2277
	AC106818.2
	NPM1P27
134187	POU5F2
	AC108102.1
	AC099501.1
	AC114980.1
	AC117528.1
285600	KIAA0825
	MTND6P3
	MTND5P12
	MTCYBP35
	AC093311.1
	AC025766.1
84250	SLF1
79772	MCTP1
	AC008534.1
	RPL7P18
	AC008534.2
	MCTP1-AS1
153643	FAM81B
	RTRAFP2
9652	TTC37
	RNU6-308P
153642	ARSK
285601	GPR150
317671	RFESD
83890	SPATA9
	AC008840.1
22836	RHOBTB3
2745	GLRX
	HSPD1P11
	GGCTP1
	AC008592.3
202299	LINC01554
	AC008592.4
	AC008592.1
22936	ELL2
101929710	AC104123.1
	AC008592.2
	FABP5P5
	MIR583HG
693168	MIR583
	RNU6-524P
	AC099509.1
	AC099509.2
5122	PCSK1
831	CAST
	AC020900.1
51752	ERAP1
	AC008906.1
	AC008906.2
	AC009126.1
64167	ERAP2
4012	LNPEP
	AC008850.1
	SETP22
	LIX1-AS1
167410	LIX1
55781	RIOK2
	RNU1-73P
	AC008883.3
	AC008883.1
	AC008883.2
	AC074133.1
	YTHDF1P1
	AC106748.1
102546227	LINC01340
	MTCYBP40
	AC112203.1
	AC122697.1
109729164	LINC02234
	AC008834.1
105379098	LINC01846
	AC116347.2
	AC116347.1
	AC233964.1
	KRT8P32
	MRPS35P2
	MTCO2P24
	MTCO1P24
	CTBP2P4
	DDX18P4
285704	RGMB
503569	RGMB-AS1
	AC008522.1
	CSNK1A1P3
1105	CHD1
	RNU6-402P
	LINC02062
	AC022121.1
	AC114324.2
100652833	AC114324.1
	GUSBP8
	LINC02113
	AC008837.1
	AC008837.2
	CRLF3P2
	EEF1A1P20
	MTCYBP22
	MTND6P22
	MTND5P10
	MTND4P35
	MTND4LP5
	MTND3P19
	MTCO3P22
	MTATP6P2
	MTCO2P22
	MTCO1P22
	AC092278.1
	RNU6-1119P
	AC113385.3
	AC113385.2
	AC113385.1
	AC021086.1
345757	FAM174A
	AC027315.1
	RN7SKP62
7903	ST8SIA4
100302288	MIR548P
	RN7SL802P
	OR7H2P
	AC117525.1
	RNA5SP188
	AC008948.1
353189	SLCO4C1
	RN7SKP68
133482	SLCO6A1
	AC094108.1
100861468	LINC00492
	LINC00491
	AC099487.1
	AC099487.2
5066	PAM
	EIF3KP1
54826	GIN1
23262	PPIP5K2
	AC011362.1
90355	MACIR
	AC010406.1
	PDZPH1P
102467212	LINC02115
83594	NUDT12
	AC008505.1
	LINC02163
	RNU1-140P
	RN7SL255P
105379109	AC099520.1
	AC091931.1
	AC099520.2
	RNU6-334P
	AC091987.1
9366	RAB9BP1
	RNA5SP189
	AC027313.1
	AC114940.1
	AC114940.2
102467213	LINC01950
	PSMC1P5
1946	EFNA5
	AC024587.2
	AC024587.1
	RN7SL782P
	RN7SKP122
64839	FBXL17
	AC008462.1
	AC133134.1
100652853	LINC01023
2241	FER
	AC034207.1
	AC008871.1
	AC109481.1
	RNU6-47P
	GJA1P1
	AC116428.1
285638	AC008467.1
9867	PJA2
	AC010625.1
	AC091917.3
	AC091917.2
	AC091917.1
	KRT18P42
	MAN2A1-DT
4124	MAN2A1
	RN7SKP230
	AC008417.1
	LINC01848
	PGAM5P1
642987	TMEM232
100302159	MIR548F3
	AC008650.1
91137	SLC25A46
	AC008782.1
	BCLAF1P1
	AC010395.1
	AC010395.2
85480	TSLP
	AC008572.1
134430	WDR36
	AC010468.2
	RPS3AP21
814	CAMK4
	AC010468.1
	AC010275.1
134429	STARD4
100505678	STARD4-AS1
	HMGN1P13
	AC008967.1
9315	NREP
	RN7SKP57
	HMGN1P14
100873948	NREP-AS1
64097	EPB41L4A
	EPB41L4A-AS1
654322	SNORA13
	AC010261.1
	AC010261.2
101927023	AC104126.1
	AC010265.1
54508	EPB41L4A-DT
	HMGB3P16
	AC137549.1
	LINC02200
324	APC
	CBX3P3
	RNU6-482P
	AC008575.1
6728	SRP19
7905	REEP5
	XBP1P1
	ZRSR2P1
167227	DCP2
4163	MCC
	AC079465.1
83942	TSSK1B
	RNU4ATAC13P
64848	YTHDC2
105379127	AC093240.1
3781	KCNN2
	RN7SKP89
	AC010230.1
101927059	LINC01957
	AC094104.2
	AC094104.1
55521	TRIM36
	TRIM36-IT1
	AC008494.2
5229	PGGT1B
	AC008494.3
	AC008494.1
153733	CCDC112
	HMGN1P15
	CTNNA1P1
	AK3P4
	AC008628.2
	AC008628.1
	CCT5P1
56929	FEM1C
353376	TICAM2
100302736	TMED7-TICAM2
	AC010226.1
51014	TMED7
	AC008549.2
	AC008549.1
	H3P24
	RNU2-49P
1036	CDO1
9140	ATG12
1176	AP3S1
107986443	LINCADL
206338	LVRN
	DDX43P1
644100	ARL14EPL
	AC034236.1
	AC034236.3
	AC034236.2
51397	COMMD10
	RNU6-644P
	HMGN2P27
	AC018752.1
57556	SEMA6A
	SEMA6A-AS1
	RPS14P8
105379132	SEMA6A-AS2
	RPS17P2
	LINC02214
	AC010267.1
	AC093534.1
	AC093534.2
	RPL35AP15
	AC093295.1
	LINC00992
	AC114322.1
	LINC02147
	RPL7L1P4
	LINC02208
100505811	LINC02148
	LINC02216
	AC114311.1
102467225	LINC02215
	RNU7-34P
	AC093206.1
285605	DTWD2
	PTMAP2
100422885	MIR1244-2
	AC008629.1
	RNU6-373P
	AC008629.2
	AC008629.3
1657	DMXL1
	AC118465.1
	LAMTOR3P2
	RNU6-701P
100847085	MIR5706
25816	TNFAIP8
	RN7SL174P
	RNA5SP190
3295	HSD17B4
	AC010409.1
	FABP5P6
340069	FAM170A
	AC010409.2
	AC008550.1
	AC008574.1
	RNU6-718P
